Categoria,Especificação,Porcentagens,Incrementos/Decrementos,Ano
Video Card Description, AMD Radeon RX Vega,0.15,-0.11,2021
Video Card Description, Other,10.83,0.29,2021
VRAM, 512 MB,1.15,0.2,2021
VRAM, 1024 MB,8.86,-1.18,2021
VRAM, 2047 MB,9.44,-1.73,2021
VRAM, 3071 MB,4.13,-0.39,2021
VRAM, 4095 MB,16.5,-1.36,2021
VRAM, 5119 MB,1.08,-0.04,2021
VRAM, 6143 MB,23.28,-0.25,2021
VRAM, 8191 MB,23.62,-0.33,2021
VRAM, 10239 MB,1.85,0.7,2021
VRAM, 11263 MB,2.47,-1.19,2021
VRAM, 12287 MB,3.87,3.32,2021
VRAM, 24575 MB,0.73,0.2,2021
VRAM, Other,3.01,-0.16,2021
Primary Display Resolution, 1024 x 768,0.26,-0.02,2021
Primary Display Resolution, 1280 x 1024,0.75,-0.21,2021
Primary Display Resolution, 1280 x 720,0.29,-0.02,2021
Primary Display Resolution, 1280 x 800,0.3,-0.2,2021
Primary Display Resolution, 1360 x 768,1.13,-0.25,2021
Primary Display Resolution, 1366 x 768,6.71,-1.61,2021
Primary Display Resolution, 1440 x 900,2.51,-0.42,2021
Primary Display Resolution, 1600 x 900,1.86,-0.31,2021
Primary Display Resolution, 1680 x 1050,1.24,-0.39,2021
Primary Display Resolution, 1920 x 1200,0.62,-0.11,2021
Primary Display Resolution, 1920 x 1080,67.12,0.42,2021
Primary Display Resolution, 2560 x 1600,0.67,0.36,2021
Primary Display Resolution, 2560 x 1440,9.85,2.38,2021
Primary Display Resolution, 2560 x 1080,0.97,-0.12,2021
Primary Display Resolution, 3440 x 1440,1.21,0.14,2021
Primary Display Resolution, 3840 x 2160,2.35,0.01,2021
Primary Display Resolution, Other,2.17,0.07,2021
